Reaching Fraka
Custom
HailActor Harla 6
460.189178 186.348648 -634.152893
455.922333 186.234070 -643.468018
451.883545 185.954407 -652.866516
457.498169 185.954407 -661.370667
455.671539 185.982483 -671.283813
452.460754 185.982849 -680.809814
448.119781 186.198730 -689.819153
443.727631 185.839615 -699.292664
433.982605 186.439362 -702.950256
424.196838 187.700470 -701.046997
414.364532 188.335251 -699.135010
407.045654 188.286484 -705.970642
403.592316 188.472290 -715.569458
403.753052 188.560165 -725.665833
405.579346 188.899414 -735.737183
406.580688 188.469070 -745.893188
407.494293 186.805603 -755.947937
408.963165 185.371658 -765.758057
411.588715 184.312332 -775.653076
414.192352 183.713837 -785.456238
416.187561 183.585129 -795.377563
413.125549 183.408417 -805.225830
409.216064 183.327377 -814.516235
406.811493 183.309479 -824.433655
Custom
HailActor Fraka 2
404.073242 183.292389 -833.935303
