Piercing the Darkness: A Very Fortunate Turn of Events Part II
Custom
HailActorGetQuest -Actor "Hulda Flintbraid"
-396.162079 12.326866 384.393097
-397.502777 12.083397 394.370026
-404.085114 10.837793 402.180023
-413.509979 9.291780 405.160706
-422.123810 10.344540 399.788025
-430.572784 11.430489 394.137299
-439.757690 11.938340 389.955566
-449.481354 12.220009 387.108765
-459.280182 13.107800 384.979980
-469.274475 13.747483 383.437775
-479.369415 15.060526 381.891724
-489.167389 16.649508 380.391083
-498.966095 18.345350 378.894409
-508.844177 19.833658 377.884186
-518.802795 20.967628 377.361786
-527.435242 27.001982 377.140991
-535.914795 32.820278 377.263397
-546.126099 33.681362 377.269196
-556.251343 33.517941 377.165863
-566.408752 33.487339 378.505676
-575.178406 31.537914 383.316589
-583.910217 31.537914 388.323334
-592.376831 31.537914 394.279327
-598.937805 32.086193 402.062775
-602.826416 33.517971 411.197205
-603.019348 35.522099 420.994537
-601.843872 35.613888 431.237915
-601.157410 34.966450 441.227905
-601.127625 34.966885 451.467682
-601.238342 38.388027 461.033447
Custom
CraftIt "Sanctus Seru Formal Garb" 1
-594.680725 38.388027 466.610291
-602.040161 38.388027 460.477966
-602.392700 34.966858 450.821564
-602.416748 34.966412 440.653809
-602.432373 35.613892 430.662842
-602.448425 35.613888 420.349976
-602.463745 33.517971 410.557739
-601.887024 31.603352 400.478790
-598.285095 31.537914 390.850128
-594.322998 31.537914 381.652008
-590.116699 31.693085 371.952271
-586.040894 33.517948 362.844635
Custom
HailActor "a tamed Shik'Nar drone" 2 2
-585.608337 33.517944 361.883087
Custom
WaitWhileMoving
0 0 0
596.631226 46.762188 582.557129
605.019653 44.658318 588.188660
612.221436 43.313374 595.110840
619.176819 42.479332 602.394897
626.091064 41.242107 609.636902
633.060791 40.691864 616.936646
640.025085 40.449402 624.158020
647.035828 41.363441 631.362244
654.130249 43.182899 638.652588
661.137878 44.600025 645.688782
668.575745 45.564075 652.628296
675.852722 47.328339 659.417480
683.232117 49.571846 666.302429
690.538086 50.725651 673.119019
697.916504 50.985554 680.004883
704.899780 53.136803 687.175598
711.375916 56.241829 694.546082
717.888794 57.078964 702.098022
Custom
ZoneDoor zone_to_sanctus_seru
721.028259 57.253475 705.774597
-391.360077 87.858322 -2.908550
-381.484314 87.724243 -5.414954
-371.975159 89.000366 -8.687186
-362.499695 89.630051 -12.330081
-353.097443 89.629707 -15.942595
-343.489410 89.616943 -19.634125
-334.049683 89.616943 -23.261021
-324.652130 89.616943 -26.871695
-321.007477 89.616943 -36.187302
-321.041290 89.616943 -46.193947
-320.369781 89.616943 -56.461884
-319.707336 89.681580 -66.592819
-319.635864 88.667938 -76.691620
-320.868256 87.660339 -86.607101
-321.947845 87.660339 -96.843147
-323.013672 87.660339 -106.959854
-324.085785 87.660339 -117.136284
-325.155853 87.660339 -127.292801
-326.227936 87.660339 -137.469193
-326.008850 87.660339 -147.470886
-328.339600 87.660339 -157.323837
Custom
Teleporter -332.378815 88.069069 -169.628601
-330.005219 87.660339 -162.677689
Custom
EquipItem "Sanctus Seru Formal Garb" 4 1
-237.465134 179.763000 -70.959297
-232.259827 179.853485 -58.241737
-232.992188 179.777527 -48.068722
-234.304367 179.777527 -38.107822
-236.118332 179.764023 -28.257751
-231.247681 179.760483 -19.185383
-225.038940 179.857330 -11.034229
-216.914536 180.839417 -4.725247
-207.118042 182.224670 -2.579422
Custom
ZoneDoor "Zone to Arx Seru" "Sanctus Seru: Party for One"
-195.522964 183.220154 -0.160919
Custom
ClickActor chair
-106.384010 78.121254 -4.191726
Wait
1200
-105.599998 79.360001 -6.140000
-95.722687 78.122368 -7.803519
Custom
HailActor "Lord Triskian Seru" 6
-92.741814 78.122375 -8.500687
-95.633041 78.122375 1.165790
-105.062119 78.122375 4.841119
-115.076385 78.122375 4.609501
Custom
ZoneDoor zone_from_ts_sigline_seru_dinner
-121.914536 78.122375 4.451344
Custom
EquipItem STORED
-203.502884 182.570374 -1.653391
-201.200195 182.915955 8.402994
-201.077652 182.570374 18.413864
-201.678345 181.833191 28.371222
-201.148010 179.777527 38.149578
-200.215057 179.821594 48.420135
-198.724121 179.821594 58.365704
-197.223099 179.874390 68.289688
-195.640610 179.791321 78.381699
-193.628189 179.804398 88.417236
-189.500839 179.816193 97.535980
Custom
ZoneDoor "Sanctus Seru: Fabrication Hall"
-181.513107 180.511292 97.023605
61.552078 -511.814697 16.071548
71.507698 -511.814697 14.436234
81.410110 -511.814697 12.809661
91.367157 -511.814697 11.182866
101.375786 -511.682831 9.778274
111.286606 -510.724182 8.524006
121.266220 -510.724182 7.169781
131.217682 -510.724182 5.878891
141.207458 -510.724182 4.846410
Custom
HailActor "Hulda Flintbraid" 7
146.721024 -510.724182 4.283753
Custom
ExamineItem "Benosch Ironsprocket's Enchanted Field Guide to Luclin" 1 1 1 1 1 1
146.721024 -510.724182 4.283753
