Shattered Dawn: Going to Wrack and Ruins
Custom
HailActorGetQuest -Actor "Doomsayer Adarius"
171.839264 272.637421 -659.331543
163.398117 272.327209 -664.868652
154.471786 272.297363 -669.486633
145.061142 271.955902 -673.303101
135.695297 271.180481 -676.755310
126.003197 269.802887 -679.974854
116.448784 267.967133 -682.998535
106.887054 266.100342 -685.999207
97.416557 264.429596 -688.971130
87.818336 263.131500 -691.983154
78.165390 262.126526 -695.012573
68.384697 260.984528 -698.081970
58.841236 260.299530 -701.076965
48.939751 259.234772 -704.144287
39.237106 258.146820 -707.142700
29.497917 258.245392 -710.152405
19.758728 258.816895 -713.161987
10.137608 259.347809 -716.466736
0.400599 259.678558 -719.965332
-9.300412 259.619659 -723.450867
-18.965429 259.872345 -726.923462
-28.558456 259.559174 -730.370361
-38.115482 259.511292 -733.804138
-47.754803 259.125366 -736.859924
-57.666916 258.727600 -738.588379
-67.681511 258.562225 -739.626343
-77.874649 258.727966 -738.565186
-87.869667 258.856384 -737.002197
-97.923103 257.764465 -735.723938
-107.989388 255.668335 -734.929932
-117.685165 252.859894 -734.311340
-127.399994 249.884995 -733.691528
-137.401123 247.408234 -733.053406
-147.268661 245.399506 -732.424011
-157.212585 243.041138 -731.789673
-166.927383 240.048218 -731.169922
-176.843613 236.900162 -730.840393
-186.315994 233.703781 -731.887268
-195.471436 229.973923 -734.266296
-204.312027 225.962112 -737.483032
-213.270950 223.107956 -741.601074
-221.461044 220.700638 -746.961426
-229.321777 218.284119 -752.799133
-237.046127 217.534531 -759.419373
-244.681183 217.494125 -766.344788
-252.338913 217.494125 -773.359192
-259.982574 217.472733 -780.360779
-267.132172 217.005219 -787.404785
-273.080750 217.051880 -795.790649
-276.456360 217.216125 -805.266357
Custom
Zone -284.218506 -868.457214
-283.096069 218.103500 -860.525818
582.331970 74.666832 761.239685
Custom
Path -PathLines 141 -Loop -Reverse -QueryActor "-ActorName|golem|-Trigger|QuestStepChecked:Gather golem arcanist gems|-Events|Kill"
585.896179 75.251045 747.012817
587.858887 76.583794 737.280762
589.845398 76.507805 727.431458
591.653259 75.598923 717.522583
592.143555 75.757668 707.513672
591.691101 75.977951 697.308044
589.428772 74.646019 687.399353
586.814819 72.238594 677.764526
584.100708 71.502655 667.760376
581.318970 71.847961 657.954346
578.356323 72.338943 648.061035
575.464905 72.844986 638.405762
574.270630 73.718697 628.468079
578.221069 74.431145 619.093872
587.405640 74.819656 614.655701
597.230469 75.014877 612.709290
607.244995 74.570007 611.577271
617.308899 75.111282 611.041504
627.347046 76.382919 611.140503
637.457825 76.048439 611.501099
647.589233 74.786797 611.771667
657.610535 74.155800 611.586975
667.719666 73.777687 611.391113
676.736511 73.208389 606.519348
683.831665 73.125084 598.806091
683.820435 76.582466 589.199219
693.433167 77.053398 585.478088
701.232361 75.971657 578.950623
707.471252 73.948166 571.194519
709.765747 73.420631 561.191956
711.236694 73.272789 551.265747
712.775696 73.521927 540.881836
714.359802 73.624710 530.988647
717.004700 73.413773 521.144897
720.081055 74.135101 511.460602
722.971802 74.320038 501.519501
722.820190 74.558876 491.275665
725.658447 74.171745 481.496643
724.885193 74.331604 471.385895
722.587708 74.335663 461.504608
720.415405 74.154106 451.624329
718.254578 75.212646 441.877869
715.931763 75.754593 431.932709
713.615356 75.627899 421.888306
711.731873 75.880798 411.715576
710.467041 76.116150 401.564362
710.101746 77.183899 391.286224
710.223877 78.681053 381.055054
709.738159 80.688675 371.145905
708.658264 82.651199 361.163696
707.363586 83.614708 351.281708
706.467957 83.724754 348.890167
698.243469 85.426758 343.326202
689.938538 86.680084 337.707825
681.347229 87.052299 332.189575
672.744690 86.473717 326.579681
664.158325 86.058022 320.980286
654.475891 85.499626 317.424988
644.395691 84.506599 319.710083
635.330933 81.919250 323.330536
626.822144 79.022881 327.898865
618.423157 75.856667 332.857391
609.547607 74.855766 338.174164
600.689331 74.751015 343.295074
591.781494 75.108009 348.444733
582.807373 76.127319 353.632660
573.684021 77.029213 358.453491
564.216736 77.037117 361.959106
554.092346 75.807121 363.833313
543.954895 75.661850 364.437164
533.606384 75.330109 365.036682
523.507935 75.362480 363.904510
513.540527 75.525864 362.521606
503.521973 75.535400 362.829865
493.359650 76.597961 364.659637
483.165100 76.463158 366.634644
473.143250 76.213364 369.427673
463.322083 76.744987 371.317413
454.667816 77.833183 370.330231
454.167664 77.964859 380.529724
453.616058 77.730453 390.526001
453.479523 76.866943 400.502533
453.445007 77.277657 410.743622
450.079193 78.432800 420.122650
444.293854 78.417114 428.898895
437.732147 78.501022 436.682068
429.815796 77.529335 443.189178
421.582031 77.845360 449.548920
414.330688 78.186409 456.446075
407.410431 79.343185 464.008881
400.662048 79.388649 471.417847
393.865082 81.142525 478.936462
384.997131 81.669586 483.902191
374.800018 82.553009 481.195251
367.712219 82.553009 477.539642
377.434204 82.553009 481.059296
386.834900 81.724365 484.885284
395.206085 83.392494 490.175385
402.700500 81.911003 496.863892
405.483704 80.609535 506.495270
410.245087 80.472839 515.325745
417.050537 77.703415 522.410217
425.761292 76.601898 527.691467
434.506378 78.246315 532.304810
443.631836 79.361435 536.804382
452.168579 77.375252 542.047485
457.891968 77.719498 550.551514
460.147675 77.374710 555.929993
454.425537 77.250740 564.131531
448.632263 77.165749 572.434875
442.920624 77.516663 580.667908
437.288269 78.262756 588.955811
431.664093 80.663231 596.971863
426.107941 83.403610 605.218628
420.351196 84.683701 613.661804
412.592682 86.344528 619.772522
403.147491 86.007523 623.936157
393.297577 86.007523 626.406128
393.297577 86.007523 626.406128
424.798492 84.177979 617.088989
433.983215 82.735649 612.907166
442.875854 80.047668 608.858215
452.684296 78.230217 606.303467
462.888947 76.990547 606.613708
472.970947 76.697441 609.020569
482.576813 74.617607 612.098511
491.632477 72.913666 616.038025
500.071594 71.887650 621.458252
507.624542 71.475777 628.188293
512.547546 71.474312 637.316833
515.286377 71.824081 647.153992
517.578247 72.557053 656.928101
519.733215 72.804634 666.891357
521.769653 72.685822 676.781433
524.829895 72.193962 686.536926
528.481689 73.793266 695.869263
532.819458 75.617073 704.855896
537.503052 75.360161 713.952820
542.186707 74.790657 723.049744
546.887817 74.367455 732.180786
551.737000 73.628120 740.955627
558.447754 74.136055 748.595764
585.402344 75.264626 747.096008
585.402344 75.264626 747.096008
Custom
Path -PathLines 268 -Loop -Reverse -QueryActor "-ActorName|Yttrium Ore|-Trigger|QuestStepExists:Speak with some of the Scale Gate campers|-Events|Harvest"
585.893616 75.249847 747.021790
598.963745 75.743065 743.397644
608.705627 76.490417 740.697876
618.748535 77.528564 738.429626
628.666321 77.015800 736.341614
638.628113 77.271622 734.487244
648.285278 79.371895 737.228638
653.666748 83.554665 744.923767
657.619934 90.563293 751.239197
663.074585 91.977821 759.836853
665.301270 92.019035 769.869385
661.075745 91.979294 779.126282
654.417969 91.976563 786.519043
662.856628 92.178352 780.769958
665.880432 92.131142 771.044312
665.256470 91.985031 760.726746
659.872681 91.422348 751.893127
654.640991 84.678406 746.029114
649.699829 80.044464 738.518188
651.788330 77.511047 728.877991
644.334839 78.319290 735.950439
635.811951 79.948006 741.305847
625.559937 78.973557 742.947571
615.589600 77.930222 742.355042
606.124207 75.808372 739.021729
596.662842 75.187294 735.567505
589.271667 76.675568 728.974609
588.201721 76.760895 718.976318
592.160583 75.519447 709.772949
596.458862 75.273888 700.424377
599.981689 74.101357 690.842285
604.328491 72.891518 681.565552
613.371155 73.562180 677.083679
623.233765 72.715202 674.513611
633.045227 73.108040 671.635925
642.154968 73.293854 667.072327
651.070435 71.997078 662.461365
660.005005 71.173935 657.970215
651.309204 71.921829 652.544250
641.053650 73.319145 652.821594
630.744446 74.086838 653.427002
620.536072 74.052002 653.586121
610.293396 72.931099 652.867371
600.727844 73.354446 649.950317
593.527954 72.941589 642.851501
592.772278 72.953613 632.870728
595.855835 72.927910 623.323059
601.916870 74.256981 615.298523
610.165588 74.908020 609.454651
619.084595 75.626198 604.401062
629.144653 77.001328 603.060181
639.164307 75.857559 601.976563
644.646851 78.157585 593.803589
650.176453 79.901741 585.639587
658.351379 77.977356 591.952332
663.226929 74.170609 599.904846
670.322937 73.545532 607.120361
685.302063 73.601860 621.292175
696.393677 73.485931 607.796936
703.754089 73.436874 614.769836
711.083923 75.146469 621.781250
714.406189 76.620346 624.587341
708.142151 73.421188 617.332031
700.852661 73.814644 609.937378
699.092834 73.433868 600.090027
708.695923 73.773209 596.550903
718.906372 74.130905 594.818848
739.578552 79.653587 590.966980
748.054016 85.301369 590.171692
754.327698 86.341270 589.576599
757.751770 87.292114 580.187317
756.004883 87.279785 570.264709
753.004761 85.261681 560.605042
753.605957 84.978279 550.467407
753.242920 85.125023 540.127625
753.555725 85.029030 523.737366
757.888794 87.603996 521.034790
761.935486 88.974014 511.898834
763.551636 87.767029 503.733063
770.471497 93.642822 504.659698
772.560486 86.408424 497.794647
775.021240 80.535362 489.899323
775.563110 78.350655 480.014587
774.707397 76.689331 469.713837
772.632446 76.810478 459.801971
769.551331 76.426071 450.005371
767.099243 76.087166 440.054688
765.393677 76.764114 430.063416
764.341125 76.124985 420.099792
763.954346 74.195862 410.266205
764.281006 73.990265 400.256348
760.425903 74.199463 391.026886
759.363647 76.013763 381.231079
768.502075 77.969315 376.764648
778.308228 79.999458 378.776184
786.430420 82.121773 384.398376
790.367004 84.672447 393.497772
793.737244 87.014069 402.840271
799.047668 87.537491 411.697662
806.585693 87.539001 418.349640
816.271179 87.539001 415.531677
826.524536 87.539001 415.079071
822.428528 87.539001 405.704041
814.243164 87.569672 399.363220
805.194336 87.578423 394.483551
798.077698 85.346146 387.558502
790.181091 82.599876 381.943329
780.725586 80.631165 378.248138
771.564087 79.009834 374.223969
761.503906 77.748558 373.322052
751.373901 78.126244 373.661377
741.263367 78.351746 374.008362
731.171326 79.868286 374.354645
720.859314 81.435303 372.954437
710.662964 80.594170 371.806580
700.837585 81.927376 369.793060
692.205444 85.630104 365.796173
686.481079 87.500923 357.672028
681.947571 89.199814 348.624725
677.070068 88.553032 339.834991
670.072144 88.733871 332.320526
666.245605 87.164886 323.090454
663.187866 91.548141 330.182190
661.526611 86.127853 321.657227
651.719727 85.363121 324.284637
641.889526 83.543922 323.946289
635.417358 82.828583 315.962799
633.086426 84.608124 306.219849
631.458862 89.389557 297.329102
631.458862 89.389557 297.329102
629.310303 84.142548 305.757355
622.767517 81.337585 313.150787
615.343872 78.136917 319.441406
607.970337 75.573341 325.889618
600.046143 74.648163 332.051117
591.585144 74.325760 337.626465
582.919495 74.134140 342.654266
573.569153 74.896935 346.249756
563.639465 75.353012 348.726776
553.512451 75.426544 350.188507
543.328308 75.643486 351.655853
533.095764 75.828133 353.046295
522.678345 76.180397 353.071747
515.645569 76.358688 345.434631
512.922485 77.583183 335.633026
509.938782 78.950233 326.186371
509.213959 79.700851 315.892853
516.901611 81.555908 309.114105
526.795105 82.496887 307.217255
536.624268 82.983749 309.535004
546.024292 83.436417 313.739471
553.940369 83.812950 315.832245
546.060364 83.286514 309.605469
539.685364 81.976410 301.619598
537.674988 82.399948 291.620331
538.072815 83.589264 281.691254
540.865417 84.544022 271.974152
547.928650 82.923592 264.723480
553.021729 80.671410 261.078827
549.880920 82.816589 251.790955
549.850159 79.142792 242.016846
552.665955 76.084770 234.882080
546.808777 80.372612 242.629868
543.987854 84.440865 251.524231
541.245300 84.447678 261.311371
536.332336 84.410774 270.162628
529.392151 85.146973 277.657440
521.660095 84.252975 284.181732
513.219421 84.043480 289.744537
504.755005 87.823410 285.917480
501.602814 90.595520 276.595245
491.894928 92.138321 273.461609
481.761749 91.524010 272.600464
472.103424 90.650322 269.466339
461.735138 90.606819 267.902374
452.489655 91.259651 272.005920
445.648438 91.241806 279.592194
441.249359 86.305595 287.509399
436.477264 84.961769 296.448395
431.503845 85.050842 305.454987
426.936310 87.108093 314.197784
420.910889 88.004303 322.382233
414.680725 89.748703 330.546417
408.348511 87.086197 338.534302
401.571136 87.823639 346.122314
394.645142 87.007294 353.653748
404.601868 85.646179 354.020355
414.787170 84.716263 352.077393
424.932861 83.239487 350.165863
435.051575 82.247154 351.299683
444.202667 81.275520 356.139252
452.620880 78.252785 361.138397
461.405914 76.991692 366.492981
469.589050 76.434143 372.467743
476.916901 80.230705 378.149567
479.135315 81.871513 380.244110
483.103271 81.638824 389.884369
485.960205 78.479584 399.044220
478.326904 78.505829 405.631256
468.931946 78.567963 409.224487
459.442596 77.442085 412.787079
450.352600 78.175873 417.159637
441.809540 79.330551 422.855377
433.476929 80.048409 428.855530
423.863373 80.612511 433.336548
414.299316 82.459053 436.916718
404.553375 82.723396 440.211914
394.767334 83.081406 442.649902
384.517883 84.533974 442.260986
375.076385 84.370583 438.963593
364.971252 84.380287 436.884857
354.760681 84.750420 435.528778
344.229828 85.071236 439.140869
337.267456 86.822266 446.215302
331.820953 88.832375 454.889252
328.028503 90.794083 464.493195
325.100769 91.835884 474.013733
325.017456 91.889557 475.731323
328.930298 96.759232 483.996643
333.707428 97.269264 492.803650
337.448944 95.702888 501.993225
342.974915 94.173164 510.503662
349.711700 92.091454 517.610291
358.493225 89.712166 522.716187
363.698639 87.055862 530.935852
366.706177 86.131554 540.831116
369.465454 84.072678 550.643860
372.773895 80.692177 559.843872
381.267517 84.605835 563.691467
390.534393 81.079147 566.614441
391.224976 81.092697 566.839111
389.689606 87.156876 574.965576
389.611908 84.556534 584.881409
389.859039 86.401543 594.776489
396.449646 86.209694 602.785583
404.055511 86.127319 609.459534
411.101776 86.344528 616.635925
418.049103 85.317535 623.911072
424.820770 84.570290 631.590149
429.271332 84.492065 640.771240
431.060577 84.536499 650.793518
432.099518 84.583290 661.078613
432.879517 84.978485 671.194885
433.240570 84.678810 681.259155
434.712585 84.532471 684.314819
435.001251 84.491554 673.305725
437.363373 84.303726 663.389832
445.469116 83.074242 657.154663
455.189056 81.443817 654.957458
464.734497 79.516602 658.146179
473.865295 79.641708 662.675354
482.925751 81.562149 667.709290
487.319550 80.023849 658.841736
491.863647 74.813904 651.313354
501.557800 73.362404 653.652771
509.436646 72.132889 659.742859
515.766907 72.347382 667.761414
514.625061 72.561829 677.726318
512.789734 72.880341 687.810791
509.536530 73.200577 697.665405
505.755280 73.662987 706.945618
513.404114 73.632370 713.573730
521.987549 74.011375 719.468994
530.417969 73.340919 724.986389
539.077820 73.414772 730.105042
547.902466 73.723701 735.320801
556.776550 74.348549 740.565735
565.197815 74.600273 746.528992
574.253296 75.672791 750.849487
585.747620 75.244926 747.120178
585.747620 75.244926 747.120178
588.533142 76.452637 737.176147
588.954712 76.756454 727.013489
588.701965 76.470291 716.823364
588.405762 76.280823 706.825317
588.100769 75.906540 696.521362
587.731018 74.293861 686.565308
585.436462 72.137695 676.949280
582.091980 71.437950 667.238953
578.654236 71.499672 657.257385
575.378418 72.013176 647.746033
572.009094 72.937828 637.963440
568.645996 73.507538 628.198914
565.284119 74.579033 618.434998
562.347595 74.821358 608.516541
560.414246 76.772766 598.781799
558.659973 80.218781 589.323303
555.790833 83.867126 580.266479
549.010620 84.331879 572.906311
539.950256 84.670525 567.910217
531.365723 86.965553 562.499817
523.075623 86.967026 556.089050
516.030579 85.519745 548.964966
512.045776 84.331718 539.749451
510.988953 84.331871 529.803772
510.381805 84.331558 519.591858
509.971619 84.331940 509.119385
509.564423 84.331978 498.723389
509.168488 84.332016 488.614044
508.765717 84.331879 478.332672
508.372009 84.331673 468.280579
508.259338 84.331497 458.186096
508.684845 84.331886 447.677063
509.923340 84.331741 437.544464
514.647705 85.285271 428.585297
521.752930 86.966911 421.391815
529.398499 86.959221 414.883545
537.046326 84.331711 408.963989
545.536072 84.331833 403.567810
553.879822 83.974373 397.802307
560.136047 81.223938 389.805786
565.251526 76.975716 382.068359
570.246765 77.331543 373.403809
575.192932 77.461304 364.621979
580.092163 76.789925 355.923462
583.926941 74.476143 346.817200
586.311218 74.005234 336.827789
588.643616 73.367928 326.963501
590.755127 73.185059 316.759277
592.454041 73.092461 306.475708
593.708496 73.027008 296.537415
594.347351 70.936096 286.728088
594.934448 66.730873 277.202667
595.529663 64.033508 267.543610
596.142700 62.851101 257.598267
596.776672 62.837006 247.309418
597.757690 60.652603 237.264877
599.185791 54.815960 228.954269
600.937866 49.442726 220.391586
603.008850 47.789276 210.273849
604.968384 45.022243 200.699463
608.578308 40.803188 191.896500
611.479736 37.316410 182.944733
613.538330 33.909569 173.474274
613.456604 32.582333 163.138229
608.549622 31.334568 154.479889
598.768738 32.715309 151.676804
588.660950 33.580719 148.696869
578.443604 34.837692 149.558472
568.760620 34.165314 152.305405
559.721558 34.366299 147.408585
547.533020 34.569424 143.726166
Custom
HailActor "Szeth Hibis'kis" 8
541.937683 34.553799 149.566849
551.368713 34.391884 145.826187
560.796997 34.350674 142.086716
570.485962 34.271484 139.594116
579.097717 34.132027 145.013931
588.816284 33.531242 148.063263
598.554626 31.260014 146.964783
606.935669 27.617867 141.929138
612.796875 25.359180 133.949799
615.702148 24.538023 124.401932
610.526489 24.525080 115.533524
603.394043 21.197786 108.597733
596.889038 16.206863 102.070213
Custom
Path -PathLines 123 -Loop -Reverse -QueryActor "-QueryDistance|30|-MoveToDistance|30|-ActorName|composed cheetah|-Trigger|QuestStepChecked:Obtain blood from the cheetahs that keep watch over the Ripflow|-Events|Kill"
585.554443 12.854959 84.519806
575.785950 12.007907 81.943695
566.209351 9.780460 79.815712
556.122131 9.735980 77.464867
547.492676 7.776313 82.134010
538.632813 2.875739 81.722069
532.979431 -4.985541 78.292465
524.422852 -4.924470 72.809448
516.212402 -1.062767 67.970795
506.706421 1.059103 65.560654
497.043121 0.083135 63.015499
507.357239 0.703965 63.667221
517.525757 -1.137127 63.519203
523.306702 -4.725317 55.810093
528.192261 -4.878685 47.011795
533.294250 -4.425015 38.384983
538.117126 2.690130 32.890923
543.387024 7.631528 25.298134
539.629822 2.365022 33.340660
535.726990 -4.450582 39.890636
525.918640 -4.347777 37.324440
521.422546 2.594946 31.234207
515.936890 9.537808 18.384073
495.844147 9.537808 16.638523
476.833893 -9.103106 37.458263
460.179443 -9.103106 38.750072
450.716309 -9.075785 35.282261
466.765533 -7.156446 15.605341
461.656036 -2.527102 8.135408
456.479248 5.104563 4.037307
446.572449 6.521967 3.790593
440.055634 10.025250 10.697108
433.655945 13.117134 18.221733
427.368042 15.580458 26.800467
420.975006 16.234200 33.515442
413.443512 15.489716 40.423752
421.314880 15.457983 34.183453
429.242279 14.105912 27.817932
434.345001 11.570044 19.457422
440.639618 7.983912 12.505594
447.223663 5.312678 5.310993
456.003265 5.676061 -0.166172
463.718475 -0.223471 2.634918
469.165802 -6.691730 8.072482
466.174774 -7.909940 25.082115
460.845612 -9.100929 33.866570
454.577271 -9.103106 41.904469
449.645294 -9.104631 51.047890
445.881805 -3.703618 59.072895
443.378418 2.962753 66.429626
439.815582 7.060996 75.258163
434.635620 7.414515 83.870171
429.193085 6.647123 92.375885
427.959290 6.647123 94.311028
423.133392 6.647123 96.286118
427.623993 6.933008 98.539436
425.564850 6.660573 88.808289
403.036591 -11.485390 82.215263
373.867554 -2.759264 82.984978
367.844727 -2.759264 91.156448
362.400085 -2.915378 94.810959
353.977081 -2.776939 89.050545
350.491791 -2.833199 83.899597
356.226410 -2.823144 92.242409
359.422546 -6.668365 101.026985
363.641571 -10.232187 109.708984
373.468628 -11.514286 107.120850
380.891541 -11.706165 100.201408
388.183624 -12.012705 92.866310
395.340088 -11.497563 85.341042
402.690674 -11.268485 78.143303
410.277588 -11.019656 71.629700
418.526337 -10.601957 65.740120
426.987274 -10.384479 59.818184
435.188049 -10.041823 53.803020
442.344238 -9.533460 46.785275
446.954987 -9.212128 37.897022
455.260010 -9.037889 32.297737
461.801025 -7.703405 23.262970
467.429047 -7.114453 14.738608
471.873596 -6.448053 5.736001
476.850555 -5.700828 -3.198398
483.151337 -3.549248 -11.245340
489.808655 -1.860010 -18.939444
478.070313 -5.723337 -5.598957
469.203888 -2.769263 -1.660095
460.582397 2.692361 2.183516
451.532288 4.500197 6.197870
454.651550 8.092854 -2.817547
462.351318 7.376753 -9.469776
469.432587 1.328621 -13.234215
478.845886 -2.533226 -13.259594
488.332794 -3.089355 -9.292368
492.469940 2.946278 -1.726784
494.027069 9.201555 6.544764
495.190765 9.537809 13.679205
495.233734 8.981336 3.659618
497.086426 5.161193 -5.649464
499.120972 1.969279 -15.031001
501.200500 0.059983 -24.754692
506.488861 1.273535 -33.326672
516.405579 2.495428 -36.242054
525.523376 3.968403 -40.302822
534.802429 5.549605 -44.037518
544.371094 4.725217 -47.763641
554.126770 4.747970 -50.350006
563.953247 4.845212 -52.502819
573.892944 4.902931 -54.675072
584.271423 4.777694 -55.332497
594.362305 6.073240 -54.099522
602.850647 10.608833 -50.879219
610.635559 15.514654 -46.596550
618.673645 16.662901 -40.684002
614.315308 16.662901 -31.497496
609.317505 13.125602 -23.347843
606.001099 6.783601 -16.013420
602.529663 1.648990 -7.971599
597.736145 1.052402 0.788762
594.488037 0.638801 10.487065
594.854370 5.767525 19.480921
592.777405 11.133592 28.064592
591.334229 12.261771 39.019314
590.246765 11.015936 49.211803
589.868652 12.051476 59.990734
585.623352 12.874012 84.212257
585.623352 12.874012 84.212257
Custom
Path -PathLines 97 -Loop -Reverse -QueryActor "-ActorName|Ripflow Bur|-Trigger|QuestStepExists:Return to Szeth Hibis'kis at Scale Gate camp|-Events|Harvest"
585.623352 12.874012 84.212257
575.655334 11.982981 82.017944
565.939392 9.722349 80.275032
555.601379 9.682834 79.536377
545.708008 7.783800 78.684555
538.064148 0.712321 77.672760
530.055603 -5.503226 78.179718
526.111206 -4.827605 68.773132
529.867249 -4.452876 59.269176
524.153625 -5.166564 50.796162
517.143860 -6.096908 43.108543
509.694183 -6.186118 36.251114
508.067352 1.371050 29.173506
506.717468 8.639363 22.091108
500.043854 9.536530 14.650499
492.760223 9.034180 7.755050
485.789063 1.676882 7.883216
478.209229 -5.271910 8.959569
471.540588 -6.922156 16.718487
461.382507 -7.292322 16.261822
465.693115 -6.054201 6.952600
472.053497 -6.071029 -0.888466
474.376404 -3.157268 -10.326900
473.674164 2.374082 -18.715071
476.869965 8.429511 -26.378111
483.991760 9.614074 -34.198715
484.073151 10.045042 -44.462791
493.925964 10.648358 -47.010502
503.556488 9.683727 -50.414558
512.584595 4.771987 -50.156876
522.018066 8.888129 -49.828201
531.997681 6.273809 -49.655251
541.789001 4.362670 -50.600338
551.701355 4.709592 -52.620934
561.700317 4.725217 -54.648930
571.942139 5.018635 -55.817242
