Piercing the Darkness: The Sad Tale of Benosch Ironsprocket Part I
Custom
HailActorGetQuest -Actor "Nuniun Wolfbane"
-130.340530 251.802292 -699.573730
-132.822525 249.043365 -709.155334
-135.486206 247.813400 -718.870300
-138.901276 247.127716 -728.582886
-145.352783 245.806274 -736.120911
-155.228348 243.903656 -735.517029
-164.472229 240.956268 -732.333069
-173.684387 237.728195 -729.316162
-183.351318 234.629715 -729.605957
-192.454117 231.308762 -732.872620
-200.853439 227.423553 -737.256836
-209.023209 224.337555 -742.516052
-217.073761 222.036301 -748.508911
-224.791824 218.933090 -754.415405
-232.841324 217.543579 -760.575500
-241.039993 217.494125 -766.801758
-249.558121 217.494125 -772.099304
-258.572998 217.492172 -776.946106
-267.692017 217.563004 -772.047913
-274.870697 217.687805 -764.746216
-279.667572 217.864563 -755.682617
-284.117401 217.910858 -746.488525
-288.479370 218.303925 -737.360657
-294.326172 219.352142 -729.200928
-304.121826 220.698608 -726.487793
-313.901062 223.204849 -725.661072
-323.192108 226.913940 -728.187988
-331.201904 230.818176 -733.205139
-337.627716 234.286255 -740.414917
-343.272156 237.973495 -747.999451
-348.033417 241.997147 -755.893860
-351.640045 245.648087 -764.524902
-352.558167 248.407700 -774.145203
-350.794922 249.435852 -784.023682
-347.084595 249.471069 -793.434692
-343.136597 249.431244 -802.964294
-339.343079 249.453842 -812.385193
-346.500397 249.461517 -805.370422
-350.729980 249.447739 -796.185913
-354.379364 249.432114 -786.666443
-357.392609 248.872452 -776.926392
-356.144470 246.554932 -766.973755
-352.015717 243.441147 -758.219849
-345.952362 239.734238 -751.148438
-339.272400 235.782776 -744.505981
-332.659821 231.972763 -737.992859
-325.616425 228.266495 -731.771973
-318.050446 224.665756 -725.735718
-310.193787 222.018692 -719.982117
-301.953247 220.681610 -714.465332
-295.912201 221.084885 -706.155273
-293.096527 221.111008 -696.473022
-291.951416 221.078384 -686.394958
-291.888733 221.663986 -676.401184
-292.916473 223.022980 -666.340759
-294.147339 224.846268 -656.520325
-295.193695 226.239578 -646.378723
-296.846649 227.956055 -636.563721
-300.126617 229.970810 -626.943420
-304.693451 232.623489 -618.171875
-309.842224 235.711105 -609.906799
-315.162903 238.962341 -602.036499
-320.461792 242.399597 -594.247498
-325.825317 245.625687 -586.358337
-331.406311 248.666428 -578.506409
-338.670837 251.936844 -571.978943
-337.223969 254.361374 -562.264465
-328.038208 257.572479 -559.016357
-317.995453 258.753387 -559.385498
-307.907837 258.757050 -559.787720
-297.739380 258.838501 -560.174622
-287.537964 258.838379 -558.985962
-277.607025 258.869751 -556.727966
-276.799530 258.885376 -546.635925
-286.878815 259.288666 -546.726318
-296.559418 259.201721 -549.509155
-306.672882 258.886780 -551.432007
-316.573639 258.838501 -552.921936
-326.594177 258.874664 -553.112671
-336.609558 258.216431 -555.417419
-346.306183 259.521362 -552.932190
-354.768036 263.333862 -548.407410
-357.091888 267.083618 -539.215088
-357.919861 269.518829 -529.272034
-357.192108 272.104889 -519.577637
-355.179016 275.279205 -509.846466
-351.772522 278.746918 -500.730621
-345.200378 282.801422 -494.062653
-336.397034 285.508545 -489.914215
-326.646606 288.068481 -488.949829
-316.292755 288.481232 -489.042297
-305.939178 288.508331 -489.166168
-295.729431 288.553497 -488.840881
-285.711792 289.749969 -488.223785
-275.819122 292.247009 -486.976501
-266.284363 294.525757 -484.899811
-256.515015 295.904602 -482.430817
-246.800995 297.132385 -479.539368
-237.351105 299.141144 -476.282318
-228.474152 301.845703 -472.194580
-220.089798 303.986176 -466.878174
-212.446701 305.912567 -460.355652
-205.827194 307.623810 -452.898712
-200.071320 309.465240 -444.852600
-195.743576 311.610168 -435.948090
-192.061584 313.858917 -426.869507
-187.592896 314.532928 -417.661407
-183.094406 314.654419 -408.610901
-179.091721 314.850739 -399.343964
-176.112030 315.077881 -389.543121
-173.311600 315.360443 -379.656952
-170.032043 315.432648 -369.926758
-165.323135 314.157379 -360.804688
-159.359619 311.247833 -352.944214
-151.069702 308.820404 -347.648407
-141.824188 307.378723 -343.612091
-132.603058 304.831024 -340.304169
-123.350174 301.464325 -337.204590
-113.849342 298.822296 -333.848267
-104.820328 295.556366 -330.830139
-95.865067 291.891144 -327.842163
-86.344208 290.243805 -324.665436
-76.785645 289.195648 -321.476166
-67.528732 286.684601 -318.387512
-57.875904 284.581787 -315.166779
-48.128807 283.656464 -311.914612
-38.661301 282.415680 -308.583282
-29.473421 280.639832 -305.011292
-20.526434 277.396271 -301.477478
-11.183702 277.291870 -297.809814
-1.321334 277.291870 -294.881073
8.656875 277.291870 -293.436127
18.544874 278.776306 -292.455048
28.445290 279.747864 -291.068939
36.716808 285.973145 -289.231903
45.349152 290.803741 -286.162048
55.092777 293.103638 -283.531891
64.396439 296.673462 -282.095398
74.651978 296.682739 -280.991425
84.063232 296.682800 -277.384033
89.800583 296.022491 -268.933105
95.058044 293.396637 -260.609070
100.809303 292.523254 -252.166672
106.699997 292.034729 -243.724060
112.686081 291.879639 -235.568970
118.614014 291.426636 -227.494476
124.381035 288.752197 -219.671799
131.520935 286.184631 -212.607224
139.601349 284.098541 -206.625809
148.240448 282.469910 -201.683731
157.541656 282.077057 -197.724167
167.471695 282.276276 -195.569138
177.554062 281.880859 -195.672531
187.700882 281.467712 -196.850876
197.719498 281.737610 -198.102402
207.894714 281.732422 -199.864838
217.690872 281.102356 -201.957092
227.405930 279.488647 -204.047913
237.166107 277.583160 -206.550339
246.876022 276.167664 -209.168549
256.606995 274.823456 -211.933060
266.763977 273.704987 -213.137711
275.349365 271.549011 -218.309753
281.159760 270.623962 -226.442734
287.403168 270.250458 -234.427307
294.018738 269.963867 -242.025162
302.396729 269.932373 -247.859253
312.055511 269.511566 -245.088898
320.447266 269.629425 -239.277267
327.594086 269.836029 -232.277374
333.616516 269.692078 -224.177597
339.704224 269.916748 -215.927505
346.885956 269.750305 -208.930984
355.445007 269.738464 -203.410431
365.527588 270.421356 -204.748657
374.920349 270.836670 -208.964111
383.385956 270.862732 -214.743362
376.088745 271.052643 -221.812897
369.772095 270.623596 -229.683777
365.683746 270.328094 -239.109863
363.453918 269.935608 -248.974747
360.871185 269.716797 -258.694153
358.247467 270.239899 -268.567352
355.649139 270.276184 -278.344269
353.010010 270.304077 -288.274963
348.981171 270.358185 -297.473053
344.304749 270.080872 -306.577850
339.637451 269.916748 -315.664948
334.770813 269.916748 -324.433136
328.370178 269.799286 -332.286346
321.551300 268.774933 -339.651184
309.916199 267.163818 -356.689575
309.916199 267.163818 -356.689575
324.019714 270.257904 -367.456970
331.751312 272.161652 -373.599335
339.423370 274.798706 -379.694336
347.204376 276.721222 -385.876007
355.078766 278.541748 -392.131866
363.340729 279.648926 -397.716553
372.316376 280.029114 -402.415253
381.638397 279.462158 -406.737122
390.782593 279.121368 -410.969940
399.872681 279.098145 -415.177765
409.016876 280.039185 -419.410675
418.197144 280.773224 -423.660339
427.323303 280.733063 -427.884827
436.537933 280.586090 -432.154816
445.056213 280.414063 -437.561157
453.383575 280.287659 -443.432251
461.277527 280.478333 -449.662659
468.905701 281.162323 -456.516937
476.168457 282.367706 -463.527832
483.244232 283.476685 -470.533844
490.362305 283.688934 -477.581787
497.536957 284.596863 -484.685730
504.683502 285.959137 -491.761780
510.983521 286.920929 -499.702820
515.933472 287.573792 -508.703247
520.793152 288.336609 -517.595825
525.390808 289.942169 -526.607239
529.928101 291.465149 -535.493286
534.761902 293.026947 -544.443665
541.249207 294.989716 -552.134155
549.872131 297.560425 -556.667908
559.583435 299.646210 -558.340942
569.539246 300.319489 -560.413940
579.413574 301.998016 -562.789307
588.717285 302.348572 -566.582703
597.211670 302.354584 -572.085510
605.168518 302.520721 -578.300232
613.155457 302.753357 -584.540771
621.361145 303.135193 -590.551819
630.137085 303.594452 -595.818054
638.818848 304.169006 -600.971313
647.483398 305.208710 -606.114563
656.096741 305.593597 -611.227295
664.914063 306.216736 -616.424561
674.174255 309.227081 -619.199280
684.050842 310.886871 -617.532227
693.205811 313.092896 -613.536255
700.607727 315.403870 -606.948059
706.942322 317.600433 -599.128113
710.470825 319.594116 -589.761902
711.085571 321.584381 -579.669617
710.201050 323.510132 -569.824463
706.416931 325.526550 -560.429321
699.332092 327.730408 -553.629944
690.251465 329.886932 -549.220459
680.221436 332.161224 -548.487244
670.565247 334.429474 -550.531494
663.475952 336.688721 -557.486328
660.290955 338.921448 -566.743591
658.803162 341.432465 -576.503845
658.451721 343.943481 -586.243347
660.611267 346.351044 -596.011169
668.283997 348.545410 -602.039185
677.798645 351.096375 -604.551758
687.400635 353.875732 -602.070801
695.626587 356.789703 -596.900330
702.528076 359.834076 -590.116272
706.365417 362.580444 -581.186157
705.472595 365.327545 -571.335510
699.262756 368.135956 -563.619812
690.223206 370.983124 -560.314880
680.482056 374.123413 -559.302429
671.276855 377.250641 -562.503113
664.658691 380.353424 -569.352600
661.645020 383.429321 -578.420288
663.213867 386.514099 -588.024231
668.824402 389.648834 -595.795288
677.827698 392.772308 -599.604919
687.350708 396.103058 -597.909485
695.691528 399.582550 -592.909485
700.520813 403.008423 -584.466736
699.924805 406.487335 -574.841736
695.369873 410.199036 -566.145508
686.476563 414.066772 -562.976746
677.110840 417.696075 -564.160339
669.859497 420.566925 -570.525940
668.824463 422.842834 -580.529602
673.472412 425.338043 -589.283325
681.312073 428.915253 -594.784058
691.360779 429.352844 -594.674194
701.398254 429.929871 -595.733582
709.905334 428.345551 -601.009521
715.071228 427.691101 -609.984314
713.242493 427.148987 -619.952759
709.279053 427.148987 -629.280334
703.177673 427.148987 -637.449829
693.608032 427.148987 -641.266785
683.409668 427.148987 -640.674805
673.726990 427.148987 -637.536499
664.597412 427.106659 -632.634583
656.811890 427.148987 -625.927429
649.589172 427.148987 -618.426270
642.754395 427.148102 -610.807312
635.703857 427.148987 -603.333984
628.528809 427.771790 -596.062439
621.345703 427.958130 -588.855652
613.043091 428.167542 -583.072205
602.989868 428.840393 -582.337341
Custom
ClickActor "a tamed Shik'Nar drone" 
594.611816 428.853271 -581.234192
Custom
WaitWhileMoving
0 0 0
-600.760437 31.537914 392.171844
-601.093567 32.264645 402.475494
-601.901245 33.517971 412.644989
-602.219177 35.522030 422.516205
-602.542786 35.088867 432.825989
-610.838379 34.966480 438.448700
-620.772766 34.966770 436.463531
Custom
CraftIt "Three Rockhopper Egg Omelet"
-621.012817 34.966778 436.421844
-611.066772 34.966461 437.823669
-602.165405 34.966259 435.744202
-601.910950 35.521900 425.726563
-601.924011 33.774895 415.608704
-601.912781 33.108303 405.414398
-600.970947 31.537914 395.547119
-598.718567 31.537914 385.634491
-594.287109 31.537914 376.214661
-589.636902 33.467747 367.432343
Custom
HailActor "a tamed Shik'Nar drone" 2
-586.722900 33.517944 361.896667
Custom
WaitWhileMoving
0 0 0
606.204590 428.256958 -590.384155
615.442993 428.418396 -594.788879
623.522949 427.582855 -600.961914
624.885193 427.148987 -611.049438
628.018066 427.361450 -620.632874
631.743530 427.970276 -630.144653
635.281433 427.970276 -639.812744
Custom
HailActor "Nuniun Wolfbane" 2
636.163696 427.970276 -642.346619
