A Poison Most Precious
Custom
HailActor Nika 12
4434.887695 -1096.479980 1406.228760
4444.623535 -1096.444458 1402.773682
4454.642090 -1096.442017 1400.410034
4464.385742 -1096.441284 1398.110352
4474.431641 -1096.427124 1395.739258
4484.311035 -1096.441772 1393.407104
4494.164063 -1096.435791 1391.081543
4504.058105 -1096.427368 1388.746582
Custom
UseItem "an empty othmir bucket"
4512.677246 -1096.521484 1386.712402
Custom
UseItem "an empty othmir bucket"
4512.677246 -1096.521484 1386.712402
Custom
UseItem "an empty othmir bucket"
4512.677246 -1096.521484 1386.712402
Custom
UseItem "an empty othmir bucket"
4512.677246 -1096.521484 1386.712402
Custom
UseItem "an empty othmir bucket"
4512.677246 -1096.521484 1386.712402
4462.735840 -1096.537598 1388.012207
4452.282715 -1096.491699 1388.900757
4442.158203 -1096.453735 1389.765991
4432.212891 -1096.437378 1392.412842
4423.527344 -1096.441895 1397.933960
4415.021484 -1096.426636 1403.450073
4406.374023 -1096.441162 1409.058594
4397.805176 -1095.658203 1414.312988
4389.213379 -1094.584229 1419.453491
4380.307129 -1094.234375 1424.782471
4371.703125 -1094.172485 1429.930420
4362.711426 -1094.240479 1435.186401
4353.701172 -1093.880371 1440.376465
4345.243164 -1094.048096 1445.755493
4337.769043 -1093.640015 1452.594849
4330.172852 -1093.202148 1459.548096
4322.501465 -1092.754639 1466.568359
4319.060547 -1092.609497 1469.719116
4319.058105 -1042.157227 1469.634521
4333.729004 -1033.332886 1422.453125
4349.575684 -1033.332886 1374.791748
4365.454590 -1033.332886 1327.036133
4381.244629 -1033.332886 1279.544067
4399.392578 -1033.332886 1232.578003
4417.166992 -1033.332886 1185.311157
4434.431152 -1033.332886 1138.341064
4451.812988 -1033.332886 1091.054688
4446.623535 -1055.310791 1046.192139
Custom
FlyDown
4440.197266 -1070.375122 1019.955872
4440.155273 -1086.193970 1019.934692
4447.683594 -1087.460693 1013.091309
4454.250977 -1092.859863 1007.322998
4461.541992 -1096.556274 1001.317566
Custom
PathKill 74 50 5 1 1 1 "a coastal drifter|a cobalt entangler" "I've collected the components needed to create the poison" 1
4461.924316 -1096.597900 1001.005371
4469.972656 -1096.510498 994.716431
4478.058594 -1096.473633 988.221741
4487.698242 -1096.451416 984.648254
4497.518066 -1096.442383 982.576355
4506.982422 -1096.439453 978.755371
4515.793945 -1096.434448 973.546143
4524.592773 -1096.433960 968.371765
4531.761719 -1096.434814 961.272095
4536.598145 -1096.432007 952.018188
4540.364258 -1096.529419 942.679260
4542.598145 -1096.417603 932.870239
4544.329102 -1096.287354 923.009949
4546.345215 -1096.461426 913.111938
4549.518555 -1096.441040 903.472229
4552.734863 -1096.527100 893.708252
4556.000977 -1096.555420 883.961914
4559.287598 -1096.450317 874.387329
4562.614258 -1096.345459 864.833130
4566.104492 -1096.343628 855.260132
4569.776855 -1096.292114 845.903503
4573.857910 -1096.356689 836.502869
4578.089355 -1096.312012 827.203064
4582.352539 -1096.252930 817.932739
4587.110352 -1096.232178 808.920959
4591.812988 -1096.273560 800.053528
4596.597656 -1096.327637 791.028748
4601.302734 -1096.405884 782.161316
4605.998047 -1096.323975 773.311340
4611.375977 -1096.402832 764.678040
4617.820801 -1096.432617 756.993958
4624.629883 -1096.435303 749.422424
4631.559570 -1096.429932 741.718811
4638.319824 -1096.372681 734.201660
4645.166016 -1096.248535 726.898804
4652.097656 -1096.414551 719.545166
4658.961426 -1096.265015 712.074829
4665.789551 -1096.251709 704.619263
4672.936035 -1096.485840 696.818237
4679.774902 -1096.383057 689.353577
4686.738770 -1096.275757 681.753479
4693.606445 -1096.272827 674.257568
4700.541016 -1096.365112 666.688782
4707.304199 -1096.389648 659.307251
4714.257813 -1096.395386 651.717773
4721.050293 -1096.421265 644.305054
4728.042480 -1096.434326 636.674011
4735.091309 -1096.296265 628.980469
4741.958496 -1096.293579 621.484497
4749.046875 -1096.375488 613.749268
4755.829102 -1096.393188 606.346802
4758.960449 -1096.404297 596.734558
4761.118164 -1096.459839 586.687866
4762.588379 -1096.474365 576.785522
4764.006348 -1096.454102 566.648743
4764.441895 -1096.458862 556.565186
4764.548828 -1096.436035 546.315125
4764.656738 -1096.424194 536.050964
4764.765625 -1096.432617 525.716309
4763.979004 -1096.443848 515.677917
4762.784668 -1096.426880 505.142365
4761.813477 -1096.427979 494.847595
4758.154297 -1096.451782 485.407440
4752.947754 -1096.433594 476.643158
4746.839355 -1096.519287 468.008636
4740.583008 -1096.521484 460.103607
4734.170410 -1096.573730 452.332672
4727.426758 -1096.545288 444.734741
4720.346191 -1096.582031 437.302460
4713.039551 -1096.575195 429.954285
4705.786133 -1096.528687 422.752869
4698.366211 -1096.466675 415.908966
4690.638184 -1096.446045 409.176147
4682.553711 -1096.453003 402.738190
4678.932617 -1096.475342 399.861755
4461.432129 -1096.504883 1001.825928
4461.432129 -1096.520752 1001.825928
4453.004395 -1096.505859 996.205078
4444.722168 -1096.359863 990.345703
4436.687988 -1095.832764 984.397827
4429.653809 -1095.404297 977.050903
4421.757324 -1047.038818 966.455688
4406.426270 -1041.951904 1013.950928
4392.534668 -1042.677368 1062.404175
4378.754883 -1042.677368 1110.681885
4365.012207 -1042.677368 1158.845581
4351.155762 -1042.677368 1207.409546
4337.292480 -1042.677368 1255.992554
4323.455566 -1042.677368 1304.480591
4309.590820 -1042.677368 1353.064331
4295.859375 -1042.677368 1401.189453
4283.961914 -1063.026611 1445.352539
Custom
FlyDown
4280.204590 -1069.994629 1459.802368
Custom
HailActor Nika 5
4281.055664 -1076.295776 1457.793701
4284.272461 -1076.706909 1457.454956
4287.859863 -1077.396729 1449.626343
Wait
20
4286.382324 -1076.148804 1448.230591
Custom
CraftIt "Concentrated Ink-Salt" 4
4286.382324 -1076.148804 1448.230591
4285.961914 -1077.083252 1456.440552
Custom
HailActor Nika 2
4284.605469 -1076.755981 1456.236206
