Elements of Destruction: Shadow Casting in the Dark
Custom
HailActorGetQuest -Actor "Maelin Starpyre"
347.488159 -5.276587 -11.122347
337.497986 -5.205733 -9.597073
327.332275 -5.576640 -7.978136
317.383179 -5.585766 -6.561218
307.331055 -6.176642 -5.521475
297.196655 -6.776640 -4.766549
287.209137 -7.262892 -4.058879
277.191803 -7.122557 -3.546477
266.993866 -7.392244 -3.356172
256.925629 -7.122557 -3.465242
246.733292 -7.171820 -3.835661
236.576111 -7.104469 -4.765934
226.622116 -6.365150 -5.842697
216.548950 -5.876639 -7.317648
206.510406 -5.576640 -8.899893
196.490387 -5.396645 -10.479214
184.384979 -5.271995 -12.312860
174.399109 -5.270360 -13.261113
164.292908 -5.268120 -13.865376
154.135651 -5.265868 -14.189385
144.051605 -5.263631 -14.448881
133.780640 -5.261353 -14.222452
123.490768 -5.259072 -13.943695
113.161583 -5.271730 -13.738513
103.506996 -9.161446 -13.558142
94.508553 -13.660985 -13.390031
85.247559 -18.300018 -13.221871
74.823166 -20.096575 -13.198998
64.792747 -20.076759 -13.326118
54.499313 -20.099260 -13.326341
44.337212 -20.099260 -13.238838
34.137257 -20.078669 -13.224154
23.937265 -20.099260 -13.229877
Custom
ClickActor "Ulteran Spire Portal"
15.848792 -20.099260 -13.340110
Custom
TravelMap "Enchanted Lands"
15.848792 -20.099260 -13.340110
-391.409912 54.983280 75.281609
-440.086792 55.407413 63.598362
-488.988556 55.407413 51.860909
-537.814758 55.407413 40.141666
-586.452148 55.407413 28.468006
-635.164978 55.407413 16.776342
-684.086304 55.407413 5.034570
-732.837463 55.407413 -6.666262
-775.855652 55.407413 -32.712734
-816.844849 55.407413 -61.481133
-857.913940 55.407413 -90.305664
-887.240051 55.407413 -130.945892
-912.162842 55.407413 -174.537689
-937.738953 51.238605 -217.496414
-965.895264 34.396313 -255.533646
-994.565918 16.916225 -292.779999
Custom
FlyDown
-1005.654236 5.914783 -338.917633
-1011.051208 1.264133 -365.966797
Custom
ZoneDoor "a half-buried statue"
-1012.201355 -1.025279 -383.980621
Custom
PathKill 25 35 35 1 1 1 "a Vul adherent|Fathad" "IT-You have killed Fathad Zastim" 1
-33.070000 -2.288971 7.220000
-29.503145 -2.288971 -13.613714
-27.452847 -2.288972 -23.404957
-27.071474 -2.288971 -33.477253
-31.231384 -2.288972 -42.719322
-29.765846 -2.288971 -52.699574
-22.183765 -2.288971 -59.382515
-15.077449 -2.288971 -52.250736
-9.797846 -2.288971 -43.669651
-5.110493 -2.288971 -34.703453
-2.563962 -2.288971 -25.025967
-2.428929 -2.288971 -14.975508
-1.479841 -2.288971 -4.951530
-1.781142 -2.288972 5.104483
0.016098 -2.288971 14.951771
8.383533 -2.288971 20.442213
18.560444 -2.288971 19.156355
28.510590 -2.288971 17.546101
38.451729 -2.288971 15.962164
48.013821 -2.288972 19.008062
57.494461 -2.288971 22.589724
67.608292 -2.288971 22.748320
77.103287 -2.288971 19.075941
85.585846 -2.288971 13.747697
-32.447803 -2.288971 7.203829
-32.447803 -2.288971 7.203829
-22.422001 -2.288971 7.076670
-13.327184 -2.288971 2.687481
-4.156013 -2.288971 -1.738557
4.962912 -2.288971 -6.139381
14.066886 -2.288971 -10.532986
23.151968 -2.288971 -14.917478
30.879255 -2.288971 -21.314730
33.819088 1.580247 -30.067699
33.572319 8.035934 -37.791508
28.673052 12.844831 -45.082878
27.175076 18.099665 -53.560390
25.608843 22.396847 -62.475346
24.798737 28.108212 -70.713341
27.418089 33.487190 -78.839088
30.556339 39.080727 -86.547188
Custom
ClickActor Barrier
33.009075 41.874695 -91.400932
Custom
SkipLoot 1
33.009075 41.874695 -91.400932
37.002594 44.782867 -97.035500
46.943771 45.626278 -98.261108
46.326637 45.626278 -87.713562
44.958576 45.626278 -77.749420
43.927414 45.626278 -67.668625
44.209751 45.626278 -57.629086
45.715630 45.626320 -47.705128
51.473572 45.626312 -39.469875
59.744419 45.626312 -33.810299
68.422752 45.626312 -28.807392
77.922310 45.626282 -25.604881
Wait
20
85.259834 45.626282 -24.615917
81.744370 45.626339 -34.087330
78.815948 45.626331 -43.653179
73.534767 45.626312 -52.196938
69.771095 45.626282 -61.513283
71.388313 45.626282 -71.446274
80.604584 45.626278 -75.689552
90.364601 45.571777 -78.256920
99.950615 44.784378 -81.047722
109.575256 42.976978 -83.109795
119.364235 40.999874 -82.082321
129.261337 40.999874 -80.359962
Wait
50
135.216080 40.999874 -79.806786
Wait
50
135.216080 40.999874 -79.806786
Custom
MoveToActor "a void slick"
101.710762 44.412018 -83.333542
Custom
ClickActor "a void slick"
0 0 0
101.710762 44.412018 -83.333542
95.609146 45.392712 -81.664139
85.765213 45.626278 -79.676781
75.666405 45.626282 -79.074997
Wait
20
72.571854 45.626278 -88.577591
Custom
PlaceHouseItem 333
71.394943 45.626278 -89.355690
68.144218 45.626282 -79.584221
64.863754 45.626282 -70.137360
62.953777 45.626282 -61.433819
Custom
MoveToActor "a void slick"
0 0 0
Custom
ClickActor "a void slick"
0 0 0
62.953777 45.626282 -61.433819
65.979874 45.626278 -71.100784
69.133987 45.626289 -80.683586
72.552971 45.946411 -90.145744
Custom
PlaceHouseItem 333
71.394943 45.626278 -89.355690
68.144218 45.626282 -79.584221
64.863754 45.626282 -70.137360
62.953777 45.626282 -61.433819
Custom
MoveToActor "a void slick"
0 0 0
Custom
ClickActor "a void slick"
0 0 0
62.953777 45.626282 -61.433819
65.979874 45.626278 -71.100784
69.133987 45.626289 -80.683586
72.552971 45.946411 -90.145744
Custom
PlaceHouseItem 333
71.394943 45.626278 -89.355690
68.144218 45.626282 -79.584221
64.863754 45.626282 -70.137360
62.953777 45.626282 -61.433819
Custom
MoveToActor "a void slick"
0 0 0
Custom
ClickActor "a void slick"
0 0 0
62.953777 45.626282 -61.433819
65.979874 45.626278 -71.100784
69.133987 45.626289 -80.683586
72.552971 45.946411 -90.145744
Custom
PlaceHouseItem 333
71.394943 45.626278 -89.355690
Wait
50
72.349655 45.923786 -89.615532
Custom
SkipLoot 0
72.349655 45.923786 -89.615532
75.164459 45.843441 -98.230293
Wait
20
75.339729 45.843456 -104.053093
Custom
MoveToActor TintFlags-498
75.159897 45.843456 -104.553986
Custom
ClickActor TintFlags-498
0 0 0
75.159897 45.843456 -104.553986
77.447075 45.961678 -94.791771
82.634354 48.171474 -95.963486
84.968979 49.865364 -98.993935
86.200188 51.127228 -101.844620
85.861649 52.311573 -104.285789
85.048607 53.662418 -107.243164
83.203545 55.088806 -109.478546
80.751053 56.222122 -110.570206
77.786095 57.683422 -110.778725
74.591522 59.483807 -109.391434
72.440170 60.815647 -107.793190
71.651115 62.563736 -104.501495
72.005440 64.607544 -100.862907
73.671326 65.993698 -99.144012
75.524155 67.271698 -97.734642
Custom
ClickActor Barrier
76.254265 67.754364 -97.598015
Wait
20
76.254265 67.754364 -97.598015
78.251122 69.125107 -97.208565
Custom
HailActor "Bellengere the Three" 7
81.482635 69.106323 -101.674164
78.634560 69.161667 -97.126038
73.840706 66.388138 -98.159966
71.843742 63.863899 -102.237930
83.473183 45.843464 -105.732582
76.951767 45.843441 -98.068695
71.319359 45.737583 -89.728691
64.570427 45.626278 -82.349075
56.363899 45.626278 -88.144829
50.292995 45.626278 -96.195168
40.475628 44.782864 -98.411423
33.163471 42.196510 -92.062019
29.344280 37.303493 -84.158997
26.657713 31.712452 -76.181931
25.640425 26.302219 -67.721458
26.358805 20.826538 -59.226395
27.530602 16.237959 -50.382938
29.478409 11.028606 -41.985325
31.406652 4.841048 -34.145344
32.854660 -1.270234 -26.291660
29.028036 -2.288971 -17.071251
20.992552 -2.288971 -10.958982
11.698158 -2.288971 -7.090893
2.465115 -2.288971 -3.248327
-6.965548 -2.288972 0.320977
-16.557671 -2.288971 3.395187
-26.109344 -2.288971 6.357168
-35.788555 -2.288971 9.183731
Custom
ZoneDoor "Enchanted Lands"
-39.314816 -2.288971 10.175522
-1001.591064 61.989529 -393.131683
-982.382629 61.989529 -346.696655
-959.615784 61.989529 -301.876892
-936.822388 61.989529 -257.004944
-914.104309 61.989529 -212.282532
-891.399597 61.989529 -167.584488
-868.703613 61.989529 -122.903793
-845.936890 61.989529 -78.084053
-805.950134 61.989529 -47.720554
-761.849915 61.989529 -24.083132
-714.335449 61.989529 -7.052263
-666.167480 61.989529 7.059206
-617.999451 61.989529 21.170668
-569.831177 61.989529 35.282127
-521.569153 61.989529 49.420959
-477.996155 40.547749 61.401741
-435.005951 15.948755 69.227219
Custom
FlyDown
-429.133179 13.076716 69.659286
Custom
ClickActor "Ulteran Spire Portal"
-391.998993 -1.059904 75.410843
Custom
TravelMap Myrist
-391.998993 -1.059904 75.410843
35.323936 -20.078669 -13.549968
45.479137 -20.039173 -13.315121
55.506298 -20.099262 -13.094947
65.740570 -20.076759 -12.886754
75.994591 -20.096575 -12.674904
86.173943 -17.869213 -12.480597
95.323547 -13.245205 -12.401366
104.510757 -8.660318 -12.328791
113.941696 -5.270423 -12.254291
124.178810 -5.259224 -12.285292
134.358276 -5.261481 -12.472422
144.556137 -5.263743 -12.677770
154.789917 -5.266012 -12.954985
164.892548 -5.268253 -13.228747
174.901352 -5.270473 -13.503589
184.998596 -5.272564 -13.924534
195.001694 -5.278127 -14.661459
205.249313 -5.576640 -15.813286
215.364960 -5.876639 -17.487881
225.202805 -6.176642 -19.800674
234.922562 -7.103121 -22.561228
244.503159 -7.209006 -25.718287
Custom
HailActor "Maelin Starpyre" 8
244.769852 -7.244055 -25.807608
