Elements of Destruction: Pure Adventure
Custom
HailActorGetQuest -Actor "Maelin Starpyre"
245.915802 -7.209006 -28.947187
245.681442 -7.103121 -39.126694
244.468796 -6.176642 -49.054749
243.124863 -5.876639 -59.108265
241.789291 -5.576640 -69.031250
240.091476 -5.279049 -78.898407
238.224442 -5.271261 -89.001976
236.140076 -5.270356 -99.063293
233.906982 -5.268113 -108.973824
231.220612 -5.265862 -118.774818
228.168335 -5.263588 -128.558563
224.694794 -5.261328 -138.148865
221.418777 -5.259058 -147.847916
218.315460 -5.274094 -157.443634
215.439346 -8.919819 -166.336655
212.602402 -13.535279 -175.108719
209.799103 -18.049866 -183.680496
206.711548 -20.099260 -193.086731
204.303818 -20.109255 -202.844040
204.601471 -20.109255 -212.843750
204.568924 -20.109255 -223.021332
204.274368 -20.106585 -233.217102
204.194611 -20.106585 -243.583664
204.796097 -20.096575 -253.634201
205.369293 -20.096575 -256.582520
215.447281 -20.096575 -255.889633
225.448914 -20.096575 -255.978363
235.457382 -20.056581 -256.159058
244.923004 -20.056581 -259.624298
249.324585 -20.056581 -268.817566
252.571106 -20.056581 -278.422516
Custom
ClickActor "Teleporter to Elemental Portal Gallery"
257.249969 -19.607658 -288.131561
Wait
50
0 0 0
739.545715 411.867279 -346.360260
732.168579 411.863098 -353.474823
726.041565 411.868988 -361.413910
720.316711 411.869385 -369.781952
Custom
ZoneDoor "zone_to_poa" "Eryslai: The Bixel Hive [Solo]"
715.686035 412.283661 -377.907318
Custom
Instance
0 0 0
Wait
50
-597.125977 -169.431442 -983.038086
Custom
ClickActor "Portal to Bixel Hive"
-546.863342 -169.462112 -982.684753
Wait
50
0 0 0
-526.408997 357.438995 -409.483246
Custom
ClickActor "From Bixel Hive"
-508.125458 356.091705 -435.685730
Custom
ClickActor "From Bixel Hive"
-508.125458 356.091705 -435.685730
Wait
50
0 0 0
160.250931 -229.706253 -1093.456055
166.253036 -229.704544 -1101.677490
172.169617 -229.769135 -1109.781372
177.826981 -233.000687 -1117.508179
183.760269 -234.698761 -1125.634644
189.850403 -234.752121 -1133.975586
195.845032 -234.890701 -1142.166748
201.916504 -237.053055 -1150.035767
208.226532 -236.442093 -1157.999878
214.593002 -234.815765 -1165.962158
221.162216 -232.626144 -1173.408203
227.642151 -231.215836 -1181.012085
234.041641 -230.189911 -1188.761108
240.682495 -229.989243 -1196.591797
247.348633 -230.217072 -1204.251343
254.075745 -230.259109 -1211.874512
260.784393 -228.959732 -1219.553833
266.207581 -222.765457 -1225.859375
271.723877 -217.207199 -1232.307495
277.810150 -213.313660 -1239.449097
284.423309 -212.012405 -1247.208984
291.300842 -212.090897 -1254.821167
298.191010 -212.735321 -1262.161499
305.074738 -213.808533 -1269.419434
312.256805 -214.867767 -1276.535034
319.500549 -215.547195 -1283.558105
326.857330 -216.325729 -1290.800903
334.107147 -216.250381 -1298.030640
341.281067 -216.161926 -1305.124146
348.622162 -215.826691 -1312.230347
356.081268 -215.181335 -1319.054443
363.536011 -214.551270 -1325.838745
371.057159 -213.944550 -1332.626709
378.467224 -213.314713 -1339.314331
386.099457 -212.397537 -1346.202759
393.557098 -210.813599 -1352.933350
401.094086 -208.907028 -1359.735474
408.456573 -206.994507 -1366.380127
423.603577 -203.508499 -1378.063110
431.480194 -202.691483 -1384.258545
439.211426 -201.998154 -1390.986084
445.927063 -201.751068 -1398.543457
449.517548 -201.665222 -1408.104858
450.177490 -201.665207 -1418.417603
450.823517 -201.665192 -1428.414429
Wait
20
451.282806 -201.665192 -1436.956177
Custom
ZoneDoor Exit
0 0 0
Custom
ClickActor "Teleporter to North Wing Stacks"
749.377930 412.335754 -335.792023
Wait
50
0 0 0
255.326401 -20.056581 -280.938568
252.225800 -20.056581 -271.242950
246.360870 -20.056581 -262.941132
237.471725 -20.056581 -258.327423
227.447693 -20.096577 -256.167664
217.398819 -20.096575 -256.009705
207.164536 -20.096575 -256.509979
205.087753 -20.096575 -256.374481
205.246643 -20.106585 -246.142120
205.394135 -20.106585 -236.102463
205.541855 -20.106586 -226.054382
205.690125 -20.109255 -215.968002
205.838669 -20.109255 -205.862793
206.095123 -20.063755 -195.573669
207.736969 -19.345461 -185.693039
210.907776 -14.776364 -177.174149
214.223450 -10.321843 -168.847641
217.188522 -5.860248 -160.390167
220.520401 -5.269814 -150.531769
223.805084 -5.260717 -140.756363
226.542847 -5.262939 -131.107483
229.041229 -5.265205 -121.179527
231.525024 -5.267466 -111.267189
233.360062 -5.268300 -101.353157
234.801147 -5.203031 -91.369110
236.268173 -5.205733 -81.370003
237.913422 -5.576640 -71.284668
239.806137 -5.576640 -61.452732
241.702011 -6.176642 -51.583206
243.522308 -6.776640 -41.604107
245.406250 -7.262892 -31.636845
Custom
HailActor "Maelin Starpyre" 6
245.915802 -7.209006 -28.947187
